customer_id,date,year,month,current_plan_type,base_price_eur,data_limit_mb,voice_limit_min,sms_limit,roaming_limit_mb,roaming_limit_min,data_usage_mb,voice_minutes,sms_count,roaming_data_mb,roaming_minutes,bill_amount_eur,overuse_flag,churn_event
C00001,1/1/2022,2022,1,Standard,25,8000,500,200,500,40,3984.28,52.7,11,30.2,0.6,25.0,0,0
C00001,2/1/2022,2022,2,Standard,25,8000,500,200,500,40,4494.07,38.0,12,163.56,4.2,25.0,0,0
C00001,3/1/2022,2022,3,Standard,25,8000,500,200,500,40,4881.73,37.6,11,190.09,4.3,25.0,0,0
C00001,4/1/2022,2022,4,Standard,25,8000,500,200,500,40,5113.03,40.5,20,91.08,1.9,25.0,0,0
C00001,5/1/2022,2022,5,Standard,25,8000,500,200,500,40,3874.71,36.8,15,158.03,2.5,25.0,0,0
C00001,6/1/2022,2022,6,Standard,25,8000,500,200,500,40,5526.8,43.2,11,263.05,4.2,25.0,0,0
C00001,7/1/2022,2022,7,Standard,25,8000,500,200,500,40,5635.45,47.9,16,202.69,3.0,25.0,0,0
C00001,8/1/2022,2022,8,Standard,25,8000,500,200,500,40,6080.71,43.8,16,256.04,6.2,25.0,0,0
C00001,9/1/2022,2022,9,Standard,25,8000,500,200,500,40,4854.82,45.4,15,219.03,4.6,25.0,0,0
C00001,10/1/2022,2022,10,Standard,25,8000,500,200,500,40,4358.0,52.2,15,72.7,1.6,25.0,0,0
C00001,11/1/2022,2022,11,Standard,25,8000,500,200,500,40,4815.88,36.9,17,112.36,1.6,25.0,0,0
C00001,12/1/2022,2022,12,Standard,25,8000,500,200,500,40,5386.82,29.4,14,26.5,0.7,25.0,0,0
C00001,1/1/2023,2023,1,Standard,25,8000,500,200,500,40,3457.33,45.7,17,150.58,3.6,25.0,0,0
C00001,2/1/2023,2023,2,Standard,25,8000,500,200,500,40,3773.35,40.8,15,77.93,1.3,25.0,0,0
C00001,3/1/2023,2023,3,Standard,25,8000,500,200,500,40,5598.64,46.5,14,146.99,2.4,25.0,0,0
C00001,4/1/2023,2023,4,Standard,25,8000,500,200,500,40,4861.57,28.5,14,110.86,1.8,25.0,0,0
C00001,5/1/2023,2023,5,Standard,25,8000,500,200,500,40,4172.89,39.3,20,178.29,3.1,25.0,0,0
C00001,6/1/2023,2023,6,Standard,25,8000,500,200,500,40,5301.45,44.6,18,231.3,4.7,25.0,0,0
C00001,7/1/2023,2023,7,Standard,25,8000,500,200,500,40,5732.29,37.1,17,198.82,3.8,25.0,0,0
C00001,8/1/2023,2023,8,Standard,25,8000,500,200,500,40,5295.8,47.8,15,232.86,4.1,25.0,0,0
C00001,9/1/2023,2023,9,Standard,25,8000,500,200,500,40,5924.12,36.8,19,155.71,3.3,25.0,0,0
C00001,10/1/2023,2023,10,Standard,25,8000,500,200,500,40,4155.84,37.8,16,203.18,3.2,25.0,0,0
C00001,11/1/2023,2023,11,Standard,25,8000,500,200,500,40,5726.21,43.8,15,151.74,2.7,25.0,0,0
C00001,12/1/2023,2023,12,Standard,25,8000,500,200,500,40,5348.53,42.4,18,167.98,3.1,25.0,0,0
